suurus_m2;hind_m2_eur;muugi_hind_eur
19;3282,55;67343
20;3527,33;80791
28;3105,83;88404
18;3529,97;63472
18;3707,61;66963
18;3471,47;67103
24;3480,27;81077
19;3906,16;69741
18;3529,67;55364
18;3466,03;70384
18;3337,34;53900
18;3505,46;56535
18;3666,04;66142
18;3156,43;58221
23;3167,34;67914
18;3258,61;54706
23;3193,25;75386
18;3420,97;65275
18;3373,13;59197
18;3701,54;65301
18;3521,94;64134
32;3387,09;111727
18;3174,41;60626
19;3272,67;66576
18;3617,67;56072
18;3340,35;55548
18;3698,84;65792
21;3464,53;73213
47;3587,08;172729
19;3355,27;66093
18;3544,64;57538
18;3460,93;63078
18;3338,77;61246
19;3740,64;77586
18;3380,09;59646
18;3259,72;59779
18;3210,24;61079
19;3646,53;68541
18;3447,02;57780
18;3364,37;58458
19;3460,71;63789
18;3195,02;58688
18;3686,95;59008
18;3397,88;61221
18;3426;56330
18;3634,06;62721
18;3510,72;60104
18;3383,39;60842
18;3464,24;58498
18;3033,92;62720
19;3563,07;67424
23;3453,47;76947
18;3228,58;59509
18;3103,81;54955
18;3274,13;63690
24;3701,37;95190
18;3465,76;53249
18;3394,38;67364
18;3615,3;66927
19;3504,27;64347
18;3043,4;43044
18;3376,75;57918
19;3457,94;68114
19;3572,82;66817
18;3371,06;62148
18;3532,65;61134
18;3264,41;63808
18;3548,58;66689
18;3227,11;64805
18;3477,62;62621
22;3374,7;79817
18;3478,1;59253
18;3453,04;66634
18;3598,26;74051
18;3628,93;63451
18;3458,53;57896
18;3448,69;70809
24;3523,71;81238
18;3278,72;52252
18;3459,68;63050
21;3344,52;75791
18;3242,55;58734
19;3290,55;61072
18;3090,42;47285
19;3303,3;59845
18;3716,94;72083
18;3382,02;67278
18;3199,97;62287
18;3372,42;67127
69;3087,21;208475
18;3498,77;60771
19;3183,24;58726
19;3434,64;65755
20;3451,3;75937
18;3461,87;63034
18;3287,86;62587
19;3413,19;68378
18;3377,24;62584
20;3353,63;65045
22;3297,43;69976
25;3259,99;84812
20;3571,69;79031
19;3179,99;64089
21;3321,63;60995
19;3508,87;73184
18;3494,35;61366
19;3672,18;75030
18;3463,57;63393
18;3556,33;70233
18;3450,91;64152
20;3408,93;72593
18;3483,32;64754
18;3173,33;58026
19;3034,87;61303
18;3245,7;60075
19;3547,5;60106
20;3528,82;74091
18;3350,54;54673
25;3632,45;87206
19;3526,08;59722
19;3427,29;64358
18;3399,65;62608
18;3374,64;65328
19;3415;58033
18;3293,51;49525
19;3401,35;57060
18;3081,01;61937
18;3347,61;53337
18;3275,18;51978
18;3612,39;72821
18;3382,46;60133
20;3314,28;65827
18;3854,05;70071
18;3462,73;60951
18;3125,84;52216
18;3430,69;66065
18;3436,7;58277
24;3240,45;76249
20;3294,02;60288
18;3773,13;58172
18;3530,59;55917
22;3300,75;71168
18;3509,74;62027
18;3541,39;63437
18;3795,75;68295
18;3364,23;60680
18;3376,67;59753
19;3038,19;59020
18;3210,31;59897
19;3215,95;61070
18;3373,3;54421
18;2921,49;46350
21;3361,74;67125
58;3121,39;189176
19;3404,4;62847
19;3348,76;65344
19;3435,26;61128
18;3697,87;70017
19;3384,46;64639
19;3462,6;65219
19;3250,7;63373
18;3380,09;61006
18;3167,57;66485
18;3311,87;54546
18;3449,13;58983
18;3392,95;62575
19;3535,45;71562
31;3245,79;109864
18;3480,53;55291
18;3273,68;58647
18;3401,9;69562
18;3189,88;64219
18;3442,33;62058
18;3393,98;62747
19;3844,96;66781
19;3258,32;57871
34;3425,26;113004
21;3586,04;69785
21;3514,67;83041
19;3882,4;73713
18;3169,04;65471
25;3319,14;86288
18;3413,21;58493
18;3273,61;65356
18;3247,94;71136
18;3442,81;56518
18;3419,1;58415
18;3502,48;66240
18;3534,64;70076
18;3571,55;70841
18;3285,42;57530
18;3356,55;62812
20;3527,09;71805
24;3342,93;77119
18;3899,9;72857
28;3586,03;100826
19;3470,95;66495
19;3294,68;65548
18;3348,64;51771
19;3642,37;74202
28;3627,5;98318
18;3061,82;49363
18;3418,91;51690
45;3427,4;154519
18;3430,12;63529
19;3150,95;62529
18;3048,46;58510
18;3335,06;56897
18;3407,08;57375
18;3348,8;59935
18;3382,75;60079
18;3318,46;64163
26;3368,52;89406
18;3172,1;61511
18;3176,31;58671
19;3212,91;60275
18;3560,03;63176
20;3685,88;63997
18;3328,57;62256
28;3329,74;88810
18;3494,87;67930
18;3346,44;57927
19;3256,3;68516
20;3656,48;70658
18;3573,86;63889
18;3477,57;58532
18;3305,73;65250
18;3283,66;53211
18;3336,18;62087
18;3188,45;61246
18;3475,71;63455
18;3467,79;57825
18;3381,67;58716
19;3322,61;63201
20;3418,76;64369
18;3690,36;65303
18;3414,95;61965
19;3356,46;65828
44;3334,41;151581
18;3249,56;56682
18;3195,68;61729
18;3364,5;58935
19;3418,4;66025
18;3262,42;57385
18;3370,43;61245
18;3534,7;63506
18;3394,27;67219
18;3740,58;62200
19;3290,23;59962
20;3576,58;70944
18;3089,08;56330
18;3600,82;71132
34;3067,12;99050
18;3253,78;61776
18;3152,08;53758
18;3289,05;62384
18;3622,75;70536
18;3304,78;61075
24;3237,19;78331
18;3481,12;58461
18;3464,54;60168
18;3555,09;64628
18;3097,97;54201
20;3458,25;69145
18;3056,52;62318
18;3312,86;51778
18;3710,96;68404
24;3106,38;71406
18;3129,2;55761
18;3378,63;49759
19;3542,48;57782
26;3347,42;85795
46;3410,9;152719
23;3271,75;74716
18;3358,54;55631
21;3202,33;62980
47;3147,79;153336
19;3392,13;64399
50;3433,39;170899
18;3339,81;65032
18;3408,93;59456
22;3322,18;70941
18;3245,61;58662
18;3528,21;59056
19;3274,97;62135
18;3306,69;58717
18;3623,25;68075
18;3168,85;57348
19;3463,53;67877
18;3592,59;67004
18;3605,15;51975
18;3171,72;58505
19;3570,79;58618
20;3734,14;71741
18;3430,49;56074
18;3336,14;63867
18;3397,26;64255
18;3425,34;54256
18;3504,7;60496
18;3642,68;61434
18;3460,78;60594
18;3399,18;54321
18;3806,18;60998
20;3403,87;63136
18;2903,32;59159
19;3370,82;62661
18;3604,55;69020
22;3404,76;74916
18;3525,2;68543
24;3252,38;77023
18;3241,88;56604
18;3179,47;58049
18;3409,25;63052
18;3260,92;58197
18;3804,03;73321
18;3617,21;59351
18;3333,68;57633
18;3615,11;70548
19;3676,18;74348
18;3591,95;56521
18;3219,75;53268
18;3494,85;59955
18;3488,87;63200
20;3162,05;69956
18;3360,16;54777
18;3446,91;61011
19;3176,18;72708
18;3325,58;57160
18;3489,8;58056
18;3467,15;58550
19;3526,2;71467
18;3167,64;53586
19;3566,51;70360
19;3224,44;61275
21;3341,55;71288
26;3348,53;85724
21;3412,06;69871
20;3562,79;69662
18;3550,21;68446
21;3279,06;62892
22;3421,86;73244
18;3213,28;60373
18;3348,94;55772
18;3230,93;55164
18;3234,54;56306
18;3453,93;59536
18;3464,76;57617
18;3199,95;55654
19;3374,69;66728
20;3189,35;61369
19;3409,31;63805
31;3030,92;97279
18;3572,78;71079
18;3240,07;54078
18;3375,46;55720
18;3315;60825
18;3555,4;57109
18;3435,98;62745
18;3149,27;59595
18;3486,27;61891
18;3599,49;63216
18;3612,29;67737
18;3457,51;57740
19;3281,45;58395
45;3273,77;148807
18;3290,13;59127
18;3600,21;63122
19;3437,37;62937
18;3485,66;63656
18;3292,71;58503
19;3605,64;74760
20;3404,16;66169
34;3238,08;109288
18;3646,85;62908
18;3462,57;65462
22;3375,43;65712
20;3304,79;70772
18;3407,43;57143
18;3338,35;58198
18;3246,95;66359
18;3543,7;65345
18;3491,83;67599
18;3395,42;65467
21;3491,74;82165
18;3055,93;59728
19;3262,32;64549
19;3504,44;65801
18;3648,72;66133
18;3290,92;57995
18;3435,97;56869
19;3115,81;59078
26;3599,76;88779
21;3297,51;63649
18;3338,78;66276
35;3490,78;126590
18;3324,18;61128
18;3481,01;62494
21;3910,39;79277
18;3173,12;58257
19;3506,97;66562
19;3457,29;60803
18;3375,78;59113
18;3459,13;58208
18;3644,01;64323
18;3606,94;66718
18;3342,92;58647
18;3277,11;63185
18;3299,54;49124
18;3369,77;54485
18;3454,33;57077
18;3272,2;49619
18;2976,48;58658
19;3442,51;65137
18;3325,14;55835
18;3280,67;54803
18;3390,91;68202
18;3515,68;61022
26;3311,58;79087
18;3553,75;53986
18;3434,47;55783
18;3785,2;73868
30;3271,66;98701
18;3478,11;65061
23;3495,19;78767
20;3371,03;73516
18;3356,25;62884
23;3396,55;73944
18;3490,08;61229
18;2988,38;53050
21;3498,45;78473
19;3097,86;70494
45;3242,6;138290
18;3172,27;55761
18;3172,78;56089
18;3772,34;73055
26;3383,76;83555
19;3462,89;65602
18;3515,25;65815
19;3685,8;75218
19;3212,84;64767
18;3592,63;61847
18;3268,37;59413
18;3418,65;58462
18;3683,44;65377
18;3479,69;65198
18;3452,75;58573
18;3596,28;69182
23;3464,01;75295
25;3567,86;94793
18;3293,29;58453
18;3448,99;64094
20;3456,42;64668
19;3642,94;74546
18;3396,83;61936
18;3473,29;71347
51;3408,84;182256
25;3016,4;74645
18;3442,34;65585
19;3626,37;67912
18;3458,41;60421
18;3242,6;69674
18;3317,42;66286
225;2719,95;613147
18;3352,96;62763
19;3437,64;69511
18;3354,75;64275
20;3592,52;70052
18;3265,17;55075
21;3416,73;65781
19;3599,35;71252
26;3568,13;89600
18;3572,74;71131
18;3592,95;62046
18;3547,13;72798
18;3577,14;67133
18;3187,93;48243
18;3379,14;61659
19;3620,23;72533
36;3235,82;117753
18;3435,63;59824
20;3577,49;79547
18;3370,93;62646
18;3571,24;69277
18;3382,41;65075
18;3669,45;63513
18;3552,13;68141
18;3209,5;59918
19;3098,18;59014
18;3516,36;62277
114;3219,11;356955
19;3549,33;72739
20;2940,69;63717
18;3512,37;62541
18;3252;59978
19;3162,64;56282
18;3651,04;64260
19;3435,36;58989
20;3328,1;66307
37;3480,06;127061
18;3436,53;69515
24;3550,32;85613
18;3585,88;66437
21;3093,76;71652
18;3457,12;62535
18;3318,51;62230
18;3348,86;61451
18;3505,17;63704
18;3205,78;59425
20;3226,9;59658
18;3642,28;68380
18;3448,03;72464
18;3293,47;59598
18;3243,96;60082
19;3337,61;64100
19;3380,64;62259
18;3495,27;64802
18;3233,44;64609
22;3237,3;69627
18;3459,73;59177
18;3333,29;59229
28;3458,53;100883
18;3670,07;64903
250;2617,01;655247
19;3451,07;62340
18;3858,74;67158
18;3203,35;55694
24;2890,47;67853
18;3434,56;57601
18;3639,03;67115
18;3517,69;63432
18;3290,51;58129
18;3401,16;64422
19;3283,73;53218
18;3481,65;64018
18;3441,7;66814
18;3247,5;53505
18;3542,29;62847
18;3090,97;49142
18;3485,49;65807
19;3584,26;75858
18;3547,58;54645
19;3734,02;75648
18;3623,76;67944
18;3319,53;59639
18;3604,87;66434
19;3290,75;62457
18;3478,41;62133
18;3720,26;66422
21;3322,56;67439
19;3575,07;71747
18;3565,05;61645
18;3229,95;61187
19;3589,66;74160
19;3233,69;56395
18;3575,05;65721
18;3747,02;69208
18;3506,51;56851
18;3397,34;59570
18;3087,44;51709
18;3130,87;53837
18;3094,75;56540
18;3306,3;52977
18;3442,56;56668
18;3464,68;63238
18;3449,41;64548
18;3399,03;58317
20;3417,29;69078
18;3334,67;63355
18;3351,17;65398
21;3172,88;67751
21;3595,83;65475
23;3424,11;75296
18;3657,67;75570
25;3474,82;83485
18;3406,89;51870
18;3533,96;70153
18;3274,03;65177
18;3751,56;60673
18;3201,41;62935
18;3543,34;65621
19;3034,83;61343
18;3639,97;63368
19;3726,53;72181
18;3224,11;61431
18;3371,2;64953
18;3493,87;59547
18;3567,27;66796
21;3278,1;74282
18;3196,92;57320
19;3521,58;65687
20;3441,84;65096
18;3404,92;59642
19;3288,28;61557
20;3222,89;67124
18;3584,78;66279
18;3464,63;61514
19;3386,81;57714
19;3315,92;66720
18;3002,59;49263
25;3343,22;81246
19;3523,04;74619
33;3029,55;101684
18;3467,6;64402
19;3249,18;63333
18;3602,74;68154
18;3352,49;67917
18;3430,49;55729
19;3450,11;68089
42;3354,27;141996
18;3567,82;67307
18;3224,34;45072
18;3495,25;62461
18;3293,62;61130
19;3178,54;59488
18;3224,72;67408
18;3651,64;64846
19;3218,42;63609
19;3405,82;70402
55;3015,54;168710
18;3382,67;56113
28;3473;100833
18;3381,9;66081
18;3297,07;63778
22;3313,05;67911
20;3383,71;73787
20;3618,9;69481
21;3509,13;76484
18;3362,02;62168
18;3406,6;55082
18;3332,84;61470
18;3520,13;65451
18;3497,72;60252
18;3706,39;75746
18;3314,81;55863
19;3292,64;64154
19;3294,47;70175
23;3607,49;82490
19;3784,43;74039
18;3311,4;66983
26;3860,63;97198
18;3651,87;66513
18;3418,29;64094
19;3693,54;64904
112;2846,57;329498
23;3551,4;80156
18;3171,85;56607
20;3787,96;73194
18;3299,15;60335
18;3587,5;64570
19;3512,17;76445
18;3400,47;58635
18;3413,37;66730
18;3439,05;59566
18;3086,51;59508
25;3246;74279
18;3565,43;63236
19;3377,54;71272
28;3567,29;99373
18;3411,34;59460
18;3271,43;55349
18;3217,96;51831
22;3416,73;76157
18;3092,6;56533
25;3528,83;92925
18;3343,92;56517
19;3534,28;61687
18;3483,03;65160
18;3217,14;63934
18;3089,19;53961
18;3453,21;56932
19;3534,7;71698
18;3087,3;52398
18;3445;70188
18;3404,27;56997
21;3566,59;75371
18;3241,79;60639
18;3483,7;58954
21;3254,44;62917
18;3369,04;59521
18;3257,14;60484
19;3032,57;58202
18;3858,55;63505
18;3350,34;55958
39;3393,23;122953
19;3600,51;74198
19;3431,94;67991
18;3506,74;62874
18;3355,19;54596
20;3523,31;74013
18;3604,92;58228
19;3564,13;74292
18;3334,3;61600
21;3500,13;75091
18;3576,23;68233
24;3071,79;73517
18;3571,73;63688
19;3565,55;74727
22;3453,13;70302
18;2969,08;54945
19;3451,68;65037
18;3487,56;63858
18;3347,06;55203
19;3585;67557
18;3765,73;57723
18;3432,73;61830
19;3215,64;63037
18;3106,48;58577
19;3343,15;63235
19;3411,82;68299
18;3321,2;58317
18;3528,03;57151
25;3364,8;75003
20;3515,1;70544
18;3336,24;50839
18;3430,53;65483
20;3235,83;69626
18;3411,86;67210
18;3537,16;61715
23;3610,17;79844
18;3178,95;58535
19;3743,27;82648
18;3490,17;57934
18;3312,03;59051
18;3453,69;67447
18;3050,46;52526
18;3282,65;56316
18;3340,8;61068
18;3384,37;60745
18;3579,94;71667
19;3435,27;58756
18;3474,68;67395
19;3280,22;62277
19;3139,04;62445
20;3410,05;58765
18;3195,29;60478
21;3284,97;72192
18;3250,84;53683
18;3138,29;62606
20;3431,49;66326
25;3120,71;87068
18;3522,56;60402
18;3584,11;62410
18;3377,76;64097
18;3242,39;67321
19;3433,22;64212
19;3329,61;60655
21;3563,86;81010
18;3619,76;64223
18;3617,58;63012
20;3514,41;67231
36;3442,24;127539
21;3484,72;74529
18;3380,26;66057
18;3699,78;74209
18;3581,35;59779
18;3306,65;65536
18;3216,5;65372
19;3179,02;57152
18;3475,45;62865
18;3683,26;69661
66;3033,03;203121
18;3367,47;67642
18;3546,08;64507
35;3266,59;117461
18;4065,7;71130
19;3477,79;66258
18;3305,03;57143
22;3557,42;79964
23;3148,02;74061
21;3415,75;74564
19;3663,75;77707
18;3474,33;62847
22;3535,56;79266
19;3181,43;57240
18;3575,96;70757
28;3273,31;91339
19;3443,59;67011
20;3686,4;72787
18;3244,75;62986
18;3459,7;65343
18;3508,68;70292
22;3346,99;65200
18;3220,35;62593
18;3448,14;67427
21;3383,15;76724
18;3655,11;64805
18;3477,91;60983
19;3320,36;68032
18;3460,77;66036
33;3473,17;115541
18;3114,39;59059
23;3486,48;76241
18;3565,9;68055
19;3525,72;64025
20;3206,39;61304
18;3455,2;54373
18;3466,14;59454
18;3358,29;54003
18;3363,89;60112
18;3277,75;63723
19;3185,38;55499
18;3718,01;75362
18;3535,46;58820
18;3305,79;59327
112;2837,07;308902
18;3347,09;64184
18;3386,55;60022
31;3188,44;106248
18;3372,8;60907
18;3132,52;56562
18;3333,13;59839
20;3167,28;65894
18;3294,31;68589
19;3757,42;68994
21;3047,89;61877
18;3205,28;60122
18;3099,35;49796
18;3483,43;69947
18;3175,33;49349
18;3424,66;59479
19;3600,97;69503
19;3213,16;67280
18;3325,6;57824
18;3532,79;62496
21;3137,16;65083
18;3302,39;59442
23;3278,35;76094
18;3276,07;61892
18;3680,57;63987
18;3252,91;68153
24;3799,57;89996
18;3596,06;68066
18;3364,12;61498
40;3264,9;137978
94;2990,1;285353
18;3264,02;55206
19;3302,96;61810
23;3141,89;73935
18;3479,86;62253
18;3412,8;57297
18;3615,52;67417
18;3617,94;64880
21;3349,46;63939
19;3233,35;58435
18;3355,82;58567
18;3480,26;67650
18;3526,83;61649
18;3602,9;61966
18;3498,22;65271
18;3476,06;65683
21;3547,95;72641
19;3158,64;64765
18;3443,21;63517
18;3583,56;72495
20;3870,26;84123
18;3738,25;71546
18;3057,57;52808
18;3344,19;58796
18;3416,49;64417
29;3260,2;96883
28;3305,76;95872
19;3145,01;54561
18;3334,11;64945
18;3148,75;62544
25;3720,37;90058
19;3476,77;64042
19;3199,79;52810
19;3485,72;72045
18;3503,31;64931
19;3054,2;68727
18;3223,59;49829
18;3476,42;59119
19;3421,02;57623
33;3094,42;108389
19;3486,39;68230
18;3492,39;73350
18;3295,21;57659
19;3500,63;66257
26;3572,12;90311
18;3487,14;68137
18;3345,04;58480
18;3199,66;61272
18;3431,72;55942
18;3376,23;54519
18;3529,38;56693
19;3327,51;56645
20;3422,4;68232
18;3359,48;54509
18;3065,98;56982
21;3327,22;72097
47;3333,64;169569
18;3594,45;63334
23;3501,23;84352
18;3682,7;65628
18;3240,7;60779
18;3585,66;61849
19;3504,53;55512
19;3546,61;65676
18;3395,86;56678
18;3676,6;65236
21;3521,3;72833
18;3661,62;63428
18;3338,74;53815
18;3493,43;72088
18;3499,02;65921
18;3344,51;59737
18;3537,33;59170
18;3348,15;62714
18;2981,61;49714
31;3387,79;109669
18;3513,39;61686
18;3863,29;61715
19;3540,91;69275
19;3494,37;67612
19;2998,47;57068
18;3392,08;59018
18;3687,29;70173
18;3435,65;62186
18;3380,27;67047
18;3582;69186
20;3311,44;60334
18;3449,74;57868
18;3623,53;68484
25;3481,14;81511
18;3410,34;68406
18;3415,83;61590
27;3216,37;87703
18;3565,25;69621
20;3425,43;63381
18;3336,75;63853
18;3238,72;57054
18;3638,88;58159
18;3509,19;58895
18;3579,13;65928
18;3637,93;58578
18;3720,37;69401
18;3610,96;66889
18;3489,6;61427
25;3567,73;92336
25;3309,04;85525
18;3358,21;59381
18;3636,44;63468
19;3235,77;62499
19;3083,33;56419
19;3446,84;66894
18;3498,09;62381
23;3556,17;77600
18;3394,62;56420
18;3424,56;62358
18;3033,75;53659
18;3365,43;55533
31;3434,66;107275
34;3175,69;110740
21;3058,16;62932
19;3368,4;57114
18;3358,07;64047
22;3320,44;71474
18;3402,9;53164
18;3305,47;63475
18;3381,42;59260
18;3325,26;66086
18;2924,07;48853
18;3681,54;68448
18;3146,65;57886
20;3532,3;77301
18;3319,69;58019
19;3374,41;68118
18;3354,58;62648
18;3436,04;61053
18;3105,88;50745
19;3443,09;70059
18;3517,26;63257
19;3345,02;72805
19;3405,3;61771
33;3417,52;111150
19;3259,64;58183
18;3504,85;59866
19;3572,58;76632
18;3149,97;57670
18;3499,8;67095
18;3032,73;55091
18;3484,63;69069
18;3447,6;70729
18;3578,86;63156
18;3131,73;60737
18;3009,04;60386
18;3417,37;60894
18;3569,01;60075
18;3351,7;61278
19;3540,96;64819
20;3530,68;75000
18;3226,76;66854
19;3498,74;66244
18;3834,46;60538
18;3550,1;64458
18;3421,26;63862
18;3203,57;53252
30;3683,07;104825
18;3316,64;67423
18;3493,15;68966
24;3441,53;90438
19;3318,45;66629
19;3717,32;80281
18;3505,43;67153
20;3433,63;62662
18;3277,35;55872
18;3315;69047
18;3768,17;68478
19;3565,33;67405
21;3441,58;75180
21;3372,31;77047
18;3229,85;51374
19;3356,84;67270
18;3537,15;63925
19;3765,85;63033
20;3386,98;69939
18;3309,56;62699
18;3562,75;62215
18;3217,86;66312
21;3716,22;78739
54;3235,9;171170
19;3711,66;71771
18;3241,22;64524
21;3352,01;72155
18;3447,54;64270
18;3484,01;71226
18;3384,01;57021
18;3477,94;66667
18;3239,78;63893
20;3287,25;62371
18;3379,52;64034
18;3368,43;59322
18;3411,78;57870
18;3394,73;67712
18;3662,01;55917
18;3667,39;69951
18;3089,95;60437
18;3271,02;49613
18;3696,69;61046
27;3072,65;83571
18;3503,82;67316
18;3048,16;58831
20;3056,18;63690
18;3546,56;59156
18;3677,26;66924
18;3434,25;60589
21;3818,25;80157
19;3462,79;60590
18;3238,42;65005
18;3134,88;60634
18;3636,15;64865
18;3512,49;68318
18;3299,51;61998
19;3467,41;60819
19;3411,62;71979
22;3079,97;65592
22;3387,38;74402
18;3273;60786
19;3812,1;74880
18;3642,89;68737
53;3162,45;178383
26;3544,99;93678
18;3581,82;67285
18;3359,72;55058
18;3465,51;61995
34;3301,71;104396
18;3257,87;60912
134;2823,63;379051
19;3358,59;63298
19;3464,57;57800
18;3241,02;57937
18;3114,4;50385
18;3384,77;57683
18;3363,03;55369
19;3025,18;54540
18;3280,53;66204
18;3413,98;66280
18;3341,73;54168
27;3293,93;91863
18;3207,29;65667
19;3504,99;68912
18;3169,05;58664
18;3202,94;58987
18;3286,76;58459
18;3418,81;64693
18;3620,12;68335
18;3325,79;58948
18;3283,04;61762
18;3378,27;60887
18;3574,45;70453
18;3421,55;64655
18;3243,21;61492
18;3582,73;65819
20;3076,8;61854
18;3329,12;64233
62;3500,8;218210
18;3614,59;67960
18;3442,45;65864
21;3363,55;69671
22;3387,6;70585
31;3258,44;95781
18;3201,34;54153
20;3415,43;73071
18;3441,09;60707
22;3436,53;76988
19;3443,22;56530
55;3108,58;169518
18;3488,58;63108
18;3215,87;49411
18;2964,01;47564
18;3516,67;62473
18;3535,34;53534
18;3232,05;61788
22;3307,69;72246
18;3287,94;57935
19;3251,3;66594
18;3103,1;57489
19;3421,17;56515
18;3431,46;63545
18;3522,49;61926
18;3517,16;64317
18;3313,84;52853
19;3358,61;60041
19;3009,69;55201
30;3287,73;94326
22;3221,69;77009
22;3456,8;79483
18;3350,56;57886
18;3466,71;62081
18;3207,97;59318
18;3408,21;66034
18;3322,95;62538
18;3076,03;59763
26;3467,89;89285
18;3471,47;63891
41;3276,58;133921
18;3826;67792
18;3293,89;63704
18;3465,56;58347
18;3514,27;60556
18;3472,99;64020
18;3205,13;57359
18;3105,98;61908
18;3459,9;56942
18;3374,41;58257
23;3181,56;86553
18;3165,55;52140
24;3568,28;87499
18;3571,84;64322
18;3414,14;63304
18;3557,78;66274
18;3527,9;71991
19;3092,11;52302
19;3546,9;62987
23;3321,42;78069
18;3382,75;56297
18;3101,74;59374
18;3399,12;72054
18;3511,35;66114
18;3280,23;67138
18;3847,22;58028
24;3282,13;86059
24;3506,33;83651
20;3052,47;67064
18;3566,34;68634
19;3268,9;53496
19;3484,26;62909
18;3073,72;59280
18;3013,45;54909
40;3593,68;148670
18;3432,49;64151
18;3805,73;60815
18;3425,48;66115
18;3238,04;63813
18;3371,05;57121
18;3402,28;64188
18;3557,61;57665
19;3553,35;62297
18;3026,02;54674
18;3560,35;64452
18;3279,8;59655
18;3396,81;58999
20;3101,79;56276
19;3682,36;66154
20;3345,63;71128
18;3549,46;65937
18;3647,6;69965
18;3182,96;57307
122;2751,36;336980
18;3553,86;65629
18;3124,3;64271
19;3401,53;69247
19;3291,82;62849
18;3375,97;63627
18;3586,25;60183
25;3543,99;89645
18;3147,32;63455
34;3325,36;107802
19;3517,34;70035
20;3161,1;64871
19;3432,06;59044
20;3240,61;77629
18;3427,38;59688
18;3105,15;54213
19;3502,52;75175
18;3216,96;67327
18;3426,66;56678
18;3252,78;52220
18;3432,13;67023
18;2945,52;65922
18;3391,93;58376
19;3356,81;71961
19;3649,62;72849
18;3059,22;54860
18;3167,58;57669
18;3287,06;55736
19;3574,32;64711
18;3238,4;54298
36;3506,42;126760
18;3275,82;63990
18;3694,39;67950
97;3364,14;325124
18;3111,71;51681
18;3743,27;65007
18;3323,32;60506
18;3393,37;58504
18;3973,24;73620
20;3337,36;62534
18;3339,98;58741
21;3200,31;67187
21;3462,31;72433
18;3431,32;63797
47;3582,36;170385
19;3307,23;61250
40;3128,65;125621
18;3222,26;61209
19;3578,03;69515
18;3343,22;68155
19;3120,76;55725
18;3540,9;58274
18;3382,64;56890
19;3450,72;80848
19;3532,18;66691
59;3353,67;198832
18;3572,77;57957
45;3139,72;136851
20;3021,95;60516
20;3259,22;68118
18;3071,38;53924
18;3463,17;58873
18;3258,09;68108
50;3327,93;167335
18;3367,12;62227
18;3408,28;66947
18;3345,44;61956
22;3453,73;78450
24;3209,68;78037
18;3286,61;55549
18;3343,03;62152
21;3305,14;68552
22;3494,03;74525
18;3308,32;64445
18;3516,91;65265
19;3520,85;73917
18;3684,46;71364
18;3634,57;67242
18;3376,26;57921
20;3624,24;76487
19;3104,15;55984
18;3412,81;59576
18;3168,19;62795
18;3213,73;57420
18;3775,7;69169
19;3378,38;67543
18;3339,73;69139
18;3895,33;64665
18;3323,28;47943
19;3037,63;58651
20;3345,02;54782
18;2789,25;52473
18;3414,2;66271
40;3202,71;127547
22;3274,46;75386
22;3474,58;73302
18;3405,26;62136
18;3702,79;62532
18;3442,25;72628
18;3390,57;61488
20;3604,63;64137
18;3535,32;60451
18;3194,03;60239
18;3432,2;63133
18;3513,55;61050
18;3684,04;58865
18;3278,66;60181
131;2758,2;361452
22;3597,37;78690
18;3149,86;53911
18;3617,48;61700
18;3429,35;62151
22;3419,91;78551
18;3233,93;68843
18;3221,21;63138
19;3392,34;61118
19;3574,01;64008
18;3125,84;54172
18;3478,58;55980
18;3530,52;58802
18;3291,31;59407
18;3463,51;65992
25;3352,31;86510
18;3724,88;66458
18;3003,43;52068
18;3772,89;66415
18;3635,92;64759
18;3410,91;58441
18;3545,87;66306
34;3251,83;106287
34;3324,73;113906
18;3455,5;66809
18;3405,27;56966
18;3432,88;62514
48;3071,79;151290
18;3248,05;53445
18;3708,21;66507
18;3450,19;74513
18;3545,01;64114
18;3528,48;62009
29;3231,85;105519
18;3657,81;69262
18;3507,5;67754
18;3178,97;54308
18;3544,63;59932
18;3387,51;59569
18;3393,84;54774
18;3318,57;64294
18;2988,33;55700
18;3361,78;64289
18;3159,03;60821
19;3122,21;58046
21;3362,29;65772
18;3696,68;65331
23;3530,5;81049
18;3570,81;68974
18;3301,73;65520
19;3569,81;71982
18;3686,97;69632
20;3355,88;72617
20;3061,41;72563
37;3150,93;116557
20;3595,9;76056
18;3173,34;46982
18;3300,73;63480
22;3708,78;75200
19;3560,3;60838
18;3442,13;62706
19;3123,64;51804
23;3154,95;75190
25;3610,55;101200
18;3806,54;65798
18;3580,85;61301
28;3395,03;104031
18;3232,66;67071
18;3236,2;53991
18;3424,51;61036
18;3281,44;54539
18;3489,58;68366
19;3641,57;64062
18;3307,94;55470
24;3693,93;89728
18;3607,91;67224
18;3127,73;60380
18;3271,88;56520
18;3276,5;48336
18;2989,79;53218
18;3315,18;59308
19;3551;73916
18;3404,75;67638
18;3581,65;66790
18;3386,22;57255
18;3370,01;57131
19;3428,84;74687
19;3506,35;65178
18;3573,15;66454
19;3336,27;69157
18;3381,87;57969
18;3342,61;66841
24;3379,34;84242
18;3053,98;55912
18;3169,8;59330
19;3278,4;68316
22;3434,6;69575
18;3684,56;70768
20;3352,67;68002
18;3208,67;53516
19;3171,67;60339
22;3362,56;72790
18;3078,47;48279
18;3425,11;54262
86;2762,7;238121
